"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CXCL171",1.93485445734075e-08,2.01112482471303,0.452,0.191,0.000399702233797453,"6","CXCL17"
"COX7A21",2.08695973547714e-08,0.806194998239361,0.808,0.751,0.000431124142154867,"6","COX7A2"
"EPS8L1",2.69691715154999e-08,1.44395394309972,0.247,0.066,0.000557129145167196,"6","EPS8L1"
"SH2D4A1",2.90054726769248e-08,2.20262979984147,0.233,0.062,0.000599195054559913,"6","SH2D4A"
"NDRG21",4.03182953766182e-08,1.88442303683644,0.521,0.293,0.000832895345890178,"6","NDRG2"
"RP11-321G12.11",4.1026943242155e-08,3.79546959409778,0.11,0.014,0.000847534593496437,"6","RP11-321G12.1"
"NRG4",4.45342246240727e-08,3.89459196547719,0.096,0.01,0.000919988012284094,"6","NRG4"
"ANXA12",4.59049432234363e-08,0.526497628461525,0.932,0.87,0.000948304317109748,"6","ANXA1"
"HIBADH2",4.63926874882957e-08,2.54583823920493,0.356,0.138,0.000958380138133212,"6","HIBADH"
"PTTG1IP2",5.40603845919338e-08,2.12193623386285,0.452,0.2,0.00111677942490017,"6","PTTG1IP"
"ASCL3",5.87824885691511e-08,6.25721846026727,0.068,0.005,0.00121432864886152,"6","ASCL3"
"SERPINB2",6.10824475487222e-08,2.36871803747031,0.164,0.032,0.0012618412014615,"6","SERPINB2"
"RAB27B",6.27028225550475e-08,2.52869723235946,0.233,0.063,0.00129531490834217,"6","RAB27B"
"SLC29A11",7.74464973754433e-08,3.24557651576625,0.192,0.045,0.00159988974278191,"6","SLC29A1"
"RAB11FIP1",8.27481831809295e-08,2.42244679821728,0.233,0.063,0.00170941196815164,"6","RAB11FIP1"
"LMO7",9.40749801709466e-08,2.70291843238749,0.247,0.071,0.00194340094037142,"6","LMO7"
"ATP6V0B1",9.64042690150809e-08,1.77167642698022,0.63,0.435,0.00199151938931354,"6","ATP6V0B"
"FILIP1",1.01114060105794e-07,3.83876885619732,0.11,0.015,0.0020888142536655,"6","FILIP1"
"CPPED1",1.0631518510723e-07,1.68747298731548,0.205,0.05,0.00219625909394517,"6","CPPED1"
"CLDN81",1.13934422228032e-07,3.61009930811848,0.123,0.019,0.00235365729438668,"6","CLDN8"
"MYL12B1",1.14544856451764e-07,0.727267847225991,0.863,0.823,0.00236626764458054,"6","MYL12B"
"SYNJ2",1.17858329384142e-07,3.69546958059471,0.11,0.015,0.00243471736841761,"6","SYNJ2"
"RTN31",1.33496631471093e-07,2.20369669770761,0.466,0.246,0.00275777341292983,"6","RTN3"
"SDC41",1.42005462703026e-07,2.05607571813037,0.397,0.175,0.00293354884851911,"6","SDC4"
"TMBIM61",1.50027839073779e-07,1.26289548716091,0.712,0.625,0.00309927509958612,"6","TMBIM6"
"TLR1",1.61294892082087e-07,2.4218422112672,0.082,0.008,0.00333202988063176,"6","TLR1"
"ATP2A3",1.96816696198103e-07,2.57379614778822,0.123,0.019,0.00406583931006042,"6","ATP2A3"
"TMEM45B",2.01876474734292e-07,2.5424254939541,0.123,0.019,0.00417036421506101,"6","TMEM45B"
"ALDH1A31",2.09315364804962e-07,2.16219475979575,0.315,0.113,0.00432403680614091,"6","ALDH1A3"
"PRDX63",2.18314964759945e-07,1.01149001503429,0.767,0.677,0.00450995054201094,"6","PRDX6"
"PLPP22",2.67312009770247e-07,1.58788274208554,0.479,0.251,0.00552213149783376,"6","PLPP2"
"SVIP",2.72642387918994e-07,1.56792062063348,0.411,0.177,0.00563224644963058,"6","SVIP"
"GMDS1",3.28681263289203e-07,1.79774082741664,0.548,0.366,0.00678989753702836,"6","GMDS"
"ACSL11",3.86358809517582e-07,1.69712582649151,0.164,0.035,0.00798140028701421,"6","ACSL1"
"COX5A1",3.94098074791324e-07,1.11827770852434,0.726,0.622,0.00814127802903918,"6","COX5A"
"LDLRAD1",4.17652966410912e-07,4.95466032819769,0.041,0.001,0.00862787498011661,"6","LDLRAD1"
"CEACAM5",4.17652966410912e-07,7.16661671848121,0.041,0.001,0.00862787498011661,"6","CEACAM5"
"C11orf53",4.26422303913484e-07,6.20138300298628,0.041,0.001,0.00880903195424476,"6","C11orf53"
"MGAT3",4.26422303913484e-07,4.81210292744956,0.041,0.001,0.00880903195424476,"6","MGAT3"
"PTGES1",4.2789483317454e-07,3.06270467468094,0.192,0.049,0.00883945146371964,"6","PTGES"
"LIPH",4.32892463230428e-07,5.41984024073376,0.068,0.006,0.00894269250541419,"6","LIPH"
"AP000695.4",4.44496955735123e-07,3.00581718976478,0.041,0.001,0.00918241811157616,"6","AP000695.4"
"RDH101",4.7670984696108e-07,2.72573956314312,0.315,0.121,0.00984787201852198,"6","RDH10"
"ERBB31",5.52026967597247e-07,1.89806731252333,0.205,0.055,0.0114037730966239,"6","ERBB3"
"PPDPF1",5.63754841791669e-07,1.00569380481808,0.74,0.719,0.0116460475217323,"6","PPDPF"
"ANXA111",6.05609443940397e-07,1.47191755220412,0.589,0.381,0.0125106798929207,"6","ANXA11"
"RHOV2",6.13100949765693e-07,1.85062126981469,0.397,0.169,0.0126654394202597,"6","RHOV"
"DHRS71",6.65352028921487e-07,1.68185717430081,0.562,0.352,0.0137448422134601,"6","DHRS7"
"SPAG161",6.78032614249733e-07,1.86296368604307,0.479,0.254,0.014006797745171,"6","SPAG16"
"LMCD1",7.57761020614636e-07,2.05891226572984,0.192,0.05,0.0156538271638572,"6","LMCD1"
"SESTD11",7.62332630571153e-07,3.76945095361293,0.11,0.017,0.0157482674823389,"6","SESTD1"
"COX7B1",7.63534839872358e-07,0.801661784164706,0.808,0.743,0.0157731027220832,"6","COX7B"
"GSTA2",8.23135304542579e-07,5.11366943756559,0.055,0.003,0.0170043291212406,"6","GSTA2"
"PLA2G10",8.75228052191224e-07,3.60671142884193,0.055,0.003,0.0180804611021663,"6","PLA2G10"
"ATP5O2",8.77984527162279e-07,0.905262457011939,0.767,0.671,0.0181374043621184,"6","ATP5O"
"SIDT1",8.88739089488456e-07,2.63340208737691,0.055,0.003,0.0183595721106525,"6","SIDT1"
"ANXA42",9.32813487233085e-07,1.51633348354913,0.589,0.376,0.0192700610192611,"6","ANXA4"
"FUT6",9.44819205505022e-07,2.18122379068846,0.055,0.003,0.0195180751473227,"6","FUT6"
"TMEM178A",9.78231889892688e-07,5.68215466628507,0.027,0,0.0202083143814032,"6","TMEM178A"
"PROM1",9.78231889892688e-07,5.52240994064272,0.027,0,0.0202083143814032,"6","PROM1"
"RP11-216B9.6",9.78231889892688e-07,7.52836500200165,0.027,0,0.0202083143814032,"6","RP11-216B9.6"
"FLJ13224",9.78231889892688e-07,5.55888489306521,0.027,0,0.0202083143814032,"6","FLJ13224"
"CTD-2026K11.6",9.78231889892688e-07,6.37410556841264,0.027,0,0.0202083143814032,"6","CTD-2026K11.6"
"GPRC5C2",1.12476824824908e-06,2.16342882944583,0.397,0.201,0.0232354624723295,"6","GPRC5C"
"CDC42EP52",1.24242352097631e-06,2.15222333753554,0.356,0.155,0.0256659850963286,"6","CDC42EP5"
"PEX11A",1.26455893813478e-06,2.64187697920975,0.164,0.039,0.0261232585439883,"6","PEX11A"
"LLGL21",1.3378969620176e-06,2.17076515838391,0.247,0.08,0.0276382754413597,"6","LLGL2"
"DTX4",1.46277833186686e-06,2.89834000318808,0.11,0.018,0.0302180747797057,"6","DTX4"
"ATP5G32",1.53736212741736e-06,0.820689527580326,0.836,0.753,0.0317588268281879,"6","ATP5G3"
"NR3C2",1.65351140169603e-06,2.94202182453891,0.11,0.018,0.0341582385362365,"6","NR3C2"
"AK1",1.68888600618954e-06,2.18554906214968,0.329,0.137,0.0348890071158634,"6","AK1"
"BACE2",1.7140453792953e-06,1.44782220590068,0.233,0.072,0.0354087494454823,"6","BACE2"
"PLA2G16",1.77597029647683e-06,2.35702662127819,0.205,0.059,0.0366879943846183,"6","PLA2G16"
"DMRT2",1.84805324371731e-06,4.42520986264428,0.082,0.01,0.0381770839087121,"6","DMRT2"
"SAT11",1.87211144634217e-06,0.965128716406902,0.753,0.608,0.0386740782585366,"6","SAT1"
"PRKAR2B",2.06565554174176e-06,5.4518071988788,0.068,0.007,0.0426723121813013,"6","PRKAR2B"
"ECI13",2.07050579723189e-06,1.66381047608914,0.616,0.447,0.0427725087592164,"6","ECI1"
"ZG16B2",2.17231835183862e-06,1.42756142756811,0.589,0.426,0.0448757525122822,"6","ZG16B"
"SRP14",2.514600113524e-06,0.537049094723388,0.849,0.833,0.0519466091451788,"6","SRP14"
"RILP1",2.75234487662158e-06,2.03749642118022,0.205,0.061,0.0568579404612485,"6","RILP"
"C1orf115",2.75475056519842e-06,4.50938012346908,0.096,0.015,0.056907637175869,"6","C1orf115"
"ZNF5861",3.16657520624462e-06,3.62193816594838,0.096,0.015,0.0654151106106013,"6","ZNF586"
"VPS37B",3.35719295718708e-06,2.74730444213996,0.192,0.055,0.0693528921095708,"6","VPS37B"
"RBP11",3.47537190009699e-06,1.19639913824309,0.616,0.445,0.0717942327122037,"6","RBP1"
"NCCRP11",3.54961116303468e-06,0.853900615437748,0.137,0.029,0.0733278674059704,"6","NCCRP1"
"CCDC1071",3.77898581829129e-06,1.74101272131495,0.342,0.144,0.0780662890342614,"6","CCDC107"
"SYTL2",3.78454559732778e-06,2.91429661682956,0.11,0.019,0.0781811429495974,"6","SYTL2"
"PRDX12",3.82309220505615e-06,0.736420490029604,0.808,0.799,0.0789774387720499,"6","PRDX1"
"SCNN1A1",3.86283502981162e-06,1.57040569610426,0.315,0.126,0.0797984460458483,"6","SCNN1A"
"ACACA",3.89788591992287e-06,3.12542943562676,0.123,0.025,0.0805225273337666,"6","ACACA"
"RNF1521",4.2058684030366e-06,2.12331538236337,0.192,0.055,0.0868848294699301,"6","RNF152"
"UQCR111",4.25647629926084e-06,0.895297322739239,0.795,0.731,0.0879302873901304,"6","UQCR11"
"CNBD2",4.57169561596868e-06,2.56133995350758,0.123,0.025,0.0944420880346811,"6","CNBD2"
"TSPAN63",4.60555443437478e-06,2.0224422788828,0.37,0.176,0.0951415435053142,"6","TSPAN6"
"BLVRB3",4.61433333896156e-06,1.28715610200638,0.712,0.566,0.095322898116268,"6","BLVRB"
"LINC011333",5.19871475879313e-06,1.87057495013484,0.466,0.271,0.107395049487149,"6","LINC01133"
"DLG31",5.29253177911644e-06,2.9068459103657,0.164,0.043,0.109333121492987,"6","DLG3"
"ETV6",5.52210081342537e-06,2.24005314071069,0.247,0.089,0.114075558603741,"6","ETV6"
"VILL",6.021040998289e-06,3.34118583612953,0.082,0.011,0.124382664942654,"6","VILL"
"MYO6",6.29878668714816e-06,3.18849114422948,0.219,0.074,0.130120335383107,"6","MYO6"
"RP11-66B24.2",6.70253861924879e-06,3.46038411279187,0.055,0.005,0.138461042796442,"6","RP11-66B24.2"
"SDCBP21",6.86066763596681e-06,2.02143535630415,0.233,0.08,0.141727672023802,"6","SDCBP2"
"SULT1A11",6.87694633711335e-06,2.27040597155923,0.205,0.063,0.142063957432087,"6","SULT1A1"
"CLDN23",7.98239086947608e-06,3.2950382587652,0.151,0.039,0.164900230581637,"6","CLDN23"
"NR2F61",8.07444196893103e-06,1.51225198722615,0.37,0.179,0.166801822194177,"6","NR2F6"
"RASD11",8.26359513339408e-06,3.3578970312623,0.192,0.062,0.170709348265655,"6","RASD1"
"GNAS1",8.29901436201271e-06,0.832611832856915,0.795,0.803,0.171441038690459,"6","GNAS"
"GOLM1",8.35049906691707e-06,3.37515735185783,0.151,0.039,0.172504609724373,"6","GOLM1"
"OXT",8.4677160369372e-06,2.98343258982621,0.068,0.008,0.174926077891049,"6","OXT"
"CXCL16",8.69018046971432e-06,1.65206677000471,0.192,0.057,0.179521748143358,"6","CXCL16"
"LAPTM4A3",8.71955083607993e-06,1.01648421967637,0.712,0.602,0.180128481171739,"6","LAPTM4A"
"ANKRD36C",9.61792332448741e-06,3.63124295916526,0.123,0.026,0.198687060037261,"6","ANKRD36C"
"STS",1.09440686951219e-05,4.36683725884461,0.041,0.002,0.226082571103827,"6","STS"
"AMBRA1",1.1124241428015e-05,4.36492227766278,0.041,0.002,0.229804579419934,"6","AMBRA1"
"TMSB101",1.12511286633407e-05,0.210007188861612,0.959,0.959,0.232425815927292,"6","TMSB10"
"RP11-465N4.4",1.13072438693735e-05,4.01500306858299,0.041,0.002,0.233585043853518,"6","RP11-465N4.4"
"RP11-498P14.5",1.13072438693735e-05,5.10131173204411,0.041,0.002,0.233585043853518,"6","RP11-498P14.5"
"COX6A12",1.13700087558835e-05,0.765700468813755,0.781,0.729,0.234881640879041,"6","COX6A1"
"ANXA22",1.20514708842174e-05,0.666299738032031,0.849,0.8,0.248959285526163,"6","ANXA2"
"RRAGD1",1.21983132868654e-05,1.29295394275768,0.233,0.081,0.251992755880065,"6","RRAGD"
"MSMB",1.27782172918378e-05,5.18945629922386,0.164,0.047,0.263972412814784,"6","MSMB"
"C10orf54",1.33763403490936e-05,1.97342144668085,0.274,0.109,0.276328438931577,"6","C10orf54"
"RHBDL21",1.36782860668824e-05,1.811524319405,0.192,0.059,0.282566033569656,"6","RHBDL2"
"ACSF21",1.43304528170181e-05,2.18805050386254,0.205,0.067,0.296038494293961,"6","ACSF2"
"UBB3",1.49430511347473e-05,0.898608626090082,0.781,0.777,0.308693550341609,"6","UBB"
"HSPB13",1.49954746990836e-05,0.416818698830197,0.959,0.887,0.309776516333669,"6","HSPB1"
"FTH13",1.58093725731498e-05,0.529675118136307,0.945,0.863,0.326590018616128,"6","FTH1"
"C9orf1521",1.61399391774237e-05,2.47947387710995,0.082,0.013,0.33341886352722,"6","C9orf152"
"EDIL31",1.633256051453e-05,2.54293579463312,0.123,0.027,0.337398035109161,"6","EDIL3"
"COX6B12",1.74276708476599e-05,0.690710141936565,0.808,0.779,0.360020824370958,"6","COX6B1"
"ASL",1.76280014259099e-05,1.77608373381196,0.192,0.059,0.364159253456448,"6","ASL"
"H2AFJ1",1.80589717865535e-05,1.65134254619621,0.493,0.317,0.373062239166622,"6","H2AFJ"
"CHCHD21",2.01320309744292e-05,0.79589860712955,0.753,0.781,0.415887495869759,"6","CHCHD2"
"SLC16A91",2.06408817753949e-05,1.63831964942517,0.233,0.085,0.426399335716107,"6","SLC16A9"
"ARRDC21",2.11284191998832e-05,1.58288988085243,0.233,0.085,0.436470883831187,"6","ARRDC2"
"BAG11",2.22956813360547e-05,1.08082712625103,0.658,0.538,0.460584185040218,"6","BAG1"
"TTC9",2.2314085312062e-05,2.94896008813688,0.137,0.034,0.460964374376576,"6","TTC9"
"SH3BGRL2",2.40584195868991e-05,2.91538183709355,0.123,0.029,0.496998831826162,"6","SH3BGRL2"
"GNAZ",2.57999184245164e-05,3.19239274477899,0.068,0.009,0.532974714813661,"6","GNAZ"
"STXBP61",2.6474191202839e-05,2.17159922523521,0.178,0.055,0.546903841868249,"6","STXBP6"
"TNFAIP2",2.65354536979015e-05,2.44870529151767,0.178,0.055,0.548169402491249,"6","TNFAIP2"
"LITAF",2.70396570952274e-05,1.26216392810297,0.507,0.304,0.558585236273208,"6","LITAF"
"PRSS221",2.70448624654511e-05,2.39230131296288,0.205,0.069,0.558692768811288,"6","PRSS22"
"MUC20",2.94802846825759e-05,4.88619837695435,0.055,0.006,0.609003720972652,"6","MUC20"
"ATP5L1",2.98813420503349e-05,0.622700569246986,0.849,0.817,0.617288764075818,"6","ATP5L"
"CD141",3.00966199341189e-05,2.39334818690019,0.164,0.048,0.621735974599029,"6","CD14"
"FAM150A",3.05272182206049e-05,4.96149082163798,0.055,0.006,0.630631274001256,"6","FAM150A"
"CHAD",3.08839795059045e-05,5.03056854089274,0.055,0.006,0.638001248632976,"6","CHAD"
